Estado de cuenta del comerciante

Tipo de informe,Envíos
Sucursal(es) buscada(s),Todas las sucursales
Búsqueda por fechas,19/03/2026 - 09/04/2026
Generados,09/04/2026 09:55:52 a. m.

Envíos

Número de establecimiento que envía,Fecha de la transacción,Cargos totales,Fecha de pago,Monto del pago,Monto del descuento,IVA,Número de factura del monto del resumen de los cargos
9351619102,31/3/2026,"MXN$ 1,000.00",7/4/2026,MXN$ 987.24,(MXN$ 11.00),(MXN$ 1.76),935161910260331
9351619110,31/3/2026,"MXN$ 2,214.62",7/4/2026,"MXN$ 2,186.36",(MXN$ 24.36),(MXN$ 3.90),935161911060331
9351619284,31/3/2026,"MXN$ 2,024.78",7/4/2026,"MXN$ 1,998.95",(MXN$ 22.27),(MXN$ 3.56),935161928460331
9353699482,1/4/2026,"MXN$ 1,225.68",7/4/2026,"MXN$ 1,210.04",(MXN$ 13.48),(MXN$ 2.16),935369948260401
9353699482,1/4/2026,"MXN$ 1,408.71",7/4/2026,"MXN$ 1,390.73",(MXN$ 15.50),(MXN$ 2.48),935369948260402
9353699482,2/4/2026,MXN$ 713.70,7/4/2026,MXN$ 704.59,(MXN$ 7.85),(MXN$ 1.26),935369948260402
9353699482,3/4/2026,MXN$ 250.00,7/4/2026,MXN$ 246.81,(MXN$ 2.75),(MXN$ 0.44),935369948260403
9353699482,4/4/2026,MXN$ 860.06,7/4/2026,MXN$ 849.09,(MXN$ 9.46),(MXN$ 1.51),935369948260405
7160841268,30/3/2026,MXN$ 500.00,6/4/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),716084126860330
7460282536,30/3/2026,"MXN$ 2,336.93",6/4/2026,"MXN$ 2,307.11",(MXN$ 25.71),(MXN$ 4.11),746028253660330
7460282536,30/3/2026,"MXN$ 4,133.45",6/4/2026,"MXN$ 4,080.71",(MXN$ 45.47),(MXN$ 7.27),746028253660331
7460297294,30/3/2026,"MXN$ 29,671.35",6/4/2026,"MXN$ 29,292.75",(MXN$ 326.38),(MXN$ 52.22),746029729460330
7460297294,30/3/2026,"MXN$ 4,084.78",6/4/2026,"MXN$ 4,032.66",(MXN$ 44.93),(MXN$ 7.19),746029729460331
8267599470,30/3/2026,MXN$ 500.00,6/4/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),826759947060330
8267599470,30/3/2026,MXN$ 500.00,6/4/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),826759947060331
8483272829,30/3/2026,"MXN$ 1,981.90",6/4/2026,"MXN$ 1,956.61",(MXN$ 21.80),(MXN$ 3.49),848327282960330
8483272829,30/3/2026,MXN$ 383.80,6/4/2026,MXN$ 378.90,(MXN$ 4.22),(MXN$ 0.68),848327282960331
8488519166,30/3/2026,"MXN$ 8,000.00",6/4/2026,"MXN$ 7,897.92",(MXN$ 88.00),(MXN$ 14.08),848851916660330
9350041845,30/3/2026,"MXN$ 2,935.60",6/4/2026,"MXN$ 2,898.14",(MXN$ 32.29),(MXN$ 5.17),935004184560330
9350962107,30/3/2026,"MXN$ 7,054.50",6/4/2026,"MXN$ 6,964.48",(MXN$ 77.60),(MXN$ 12.42),935096210760330
9350962107,30/3/2026,"MXN$ 1,749.94",6/4/2026,"MXN$ 1,727.61",(MXN$ 19.25),(MXN$ 3.08),935096210760331
9351619052,30/3/2026,MXN$ 442.81,6/4/2026,MXN$ 437.16,(MXN$ 4.87),(MXN$ 0.78),935161905260330
9351619060,30/3/2026,MXN$ 200.36,6/4/2026,MXN$ 197.81,(MXN$ 2.20),(MXN$ 0.35),935161906060330
9351619102,30/3/2026,MXN$ 671.65,6/4/2026,MXN$ 663.08,(MXN$ 7.39),(MXN$ 1.18),935161910260330
9351619110,30/3/2026,"MXN$ 1,250.32",6/4/2026,"MXN$ 1,234.37",(MXN$ 13.75),(MXN$ 2.20),935161911060330
9351619110,30/3/2026,MXN$ 300.00,6/4/2026,MXN$ 296.17,(MXN$ 3.30),(MXN$ 0.53),935161911060331
9351619284,30/3/2026,MXN$ 300.00,6/4/2026,MXN$ 296.17,(MXN$ 3.30),(MXN$ 0.53),935161928460330
9351621314,30/3/2026,MXN$ 400.00,6/4/2026,MXN$ 394.90,(MXN$ 4.40),(MXN$ 0.70),935162131460330
9353699482,31/3/2026,"MXN$ 1,640.00",6/4/2026,"MXN$ 1,619.07",(MXN$ 18.04),(MXN$ 2.89),935369948260331
7160841268,27/3/2026,"MXN$ 2,379.84",1/4/2026,"MXN$ 2,349.47",(MXN$ 26.18),(MXN$ 4.19),716084126860327
7160841268,28/3/2026,"MXN$ 1,289.46",1/4/2026,"MXN$ 1,273.01",(MXN$ 14.18),(MXN$ 2.27),716084126860328
7460282536,27/3/2026,"MXN$ 1,419.76",1/4/2026,"MXN$ 1,401.64",(MXN$ 15.62),(MXN$ 2.50),746028253660327
7460282536,27/3/2026,"MXN$ 2,232.68",1/4/2026,"MXN$ 2,204.19",(MXN$ 24.56),(MXN$ 3.93),746028253660328
7460282536,28/3/2026,"MXN$ 4,366.93",1/4/2026,"MXN$ 4,311.20",(MXN$ 48.04),(MXN$ 7.69),746028253660328
7460282536,29/3/2026,"MXN$ 3,990.46",1/4/2026,"MXN$ 3,939.54",(MXN$ 43.90),(MXN$ 7.02),746028253660329
7460282536,28/3/2026,"MXN$ 3,582.60",1/4/2026,"MXN$ 3,536.88",(MXN$ 39.41),(MXN$ 6.31),746028253660329
7460297294,27/3/2026,"MXN$ 17,265.63",1/4/2026,"MXN$ 17,045.32",(MXN$ 189.92),(MXN$ 30.39),746029729460327
7460297294,27/3/2026,"MXN$ 1,290.00",1/4/2026,"MXN$ 1,273.54",(MXN$ 14.19),(MXN$ 2.27),746029729460328
7460297294,28/3/2026,"MXN$ 10,922.78",1/4/2026,"MXN$ 10,783.41",(MXN$ 120.15),(MXN$ 19.22),746029729460328
7460297294,28/3/2026,"MXN$ 1,635.16",1/4/2026,"MXN$ 1,614.29",(MXN$ 17.99),(MXN$ 2.88),746029729460329
7460297294,29/3/2026,"MXN$ 15,446.09",1/4/2026,"MXN$ 15,248.99",(MXN$ 169.91),(MXN$ 27.19),746029729460329
7460297294,29/3/2026,"MXN$ 1,441.15",1/4/2026,"MXN$ 1,422.76",(MXN$ 15.85),(MXN$ 2.54),746029729460330
8130229545,27/3/2026,MXN$ 308.89,1/4/2026,MXN$ 304.95,(MXN$ 3.40),(MXN$ 0.54),813022954560327
8130229545,28/3/2026,MXN$ 191.90,1/4/2026,MXN$ 189.45,(MXN$ 2.11),(MXN$ 0.34),813022954560328
8130229545,27/3/2026,MXN$ 682.09,1/4/2026,MXN$ 673.39,(MXN$ 7.50),(MXN$ 1.20),813022954560328
8130229545,29/3/2026,MXN$ 800.00,1/4/2026,MXN$ 789.79,(MXN$ 8.80),(MXN$ 1.41),813022954560329
8265241414,29/3/2026,MXN$ 534.21,1/4/2026,MXN$ 527.39,(MXN$ 5.88),(MXN$ 0.94),826524141460329
8267599470,27/3/2026,MXN$ 900.00,1/4/2026,MXN$ 888.52,(MXN$ 9.90),(MXN$ 1.58),826759947060328
8267599470,28/3/2026,"MXN$ 1,447.51",1/4/2026,"MXN$ 1,429.04",(MXN$ 15.92),(MXN$ 2.55),826759947060328
8267599470,28/3/2026,MXN$ 500.00,1/4/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),826759947060329
8267599470,29/3/2026,"MXN$ 1,363.30",1/4/2026,"MXN$ 1,345.90",(MXN$ 15.00),(MXN$ 2.40),826759947060329
8483272829,27/3/2026,"MXN$ 1,640.54",1/4/2026,"MXN$ 1,619.60",(MXN$ 18.05),(MXN$ 2.89),848327282960327
8483272829,27/3/2026,"MXN$ 1,000.00",1/4/2026,MXN$ 987.24,(MXN$ 11.00),(MXN$ 1.76),848327282960328
8483272829,29/3/2026,"MXN$ 1,839.20",1/4/2026,"MXN$ 1,815.73",(MXN$ 20.23),(MXN$ 3.24),848327282960330
8488519166,27/3/2026,"MXN$ 12,001.28",1/4/2026,"MXN$ 11,848.15",(MXN$ 132.01),(MXN$ 21.12),848851916660327
8488519166,27/3/2026,"MXN$ 9,189.37",1/4/2026,"MXN$ 9,072.12",(MXN$ 101.08),(MXN$ 16.17),848851916660328
8488519166,29/3/2026,MXN$ 770.39,1/4/2026,MXN$ 760.56,(MXN$ 8.47),(MXN$ 1.36),848851916660329
9350041845,27/3/2026,"MXN$ 2,032.04",1/4/2026,"MXN$ 2,006.11",(MXN$ 22.35),(MXN$ 3.58),935004184560327
9350041845,28/3/2026,"MXN$ 3,941.25",1/4/2026,"MXN$ 3,890.96",(MXN$ 43.35),(MXN$ 6.94),935004184560328
9350041845,29/3/2026,"MXN$ 1,237.93",1/4/2026,"MXN$ 1,222.13",(MXN$ 13.62),(MXN$ 2.18),935004184560329
9350962107,27/3/2026,"MXN$ 7,996.93",1/4/2026,"MXN$ 7,894.89",(MXN$ 87.97),(MXN$ 14.07),935096210760327
9350962107,27/3/2026,"MXN$ 3,192.94",1/4/2026,"MXN$ 3,152.20",(MXN$ 35.12),(MXN$ 5.62),935096210760328
9350962107,28/3/2026,"MXN$ 11,508.09",1/4/2026,"MXN$ 11,361.25",(MXN$ 126.59),(MXN$ 20.25),935096210760328
9350962107,29/3/2026,"MXN$ 11,120.41",1/4/2026,"MXN$ 10,978.52",(MXN$ 122.32),(MXN$ 19.57),935096210760329
9351619052,27/3/2026,"MXN$ 2,207.22",1/4/2026,"MXN$ 2,179.06",(MXN$ 24.28),(MXN$ 3.88),935161905260327
9351619052,28/3/2026,"MXN$ 1,134.21",1/4/2026,"MXN$ 1,119.73",(MXN$ 12.48),(MXN$ 2.00),935161905260328
9351619052,29/3/2026,MXN$ 300.00,1/4/2026,MXN$ 296.17,(MXN$ 3.30),(MXN$ 0.53),935161905260329
9351619052,29/3/2026,MXN$ 261.70,1/4/2026,MXN$ 258.36,(MXN$ 2.88),(MXN$ 0.46),935161905260330
9351619060,27/3/2026,MXN$ 383.80,1/4/2026,MXN$ 378.90,(MXN$ 4.22),(MXN$ 0.68),935161906060327
9351619060,27/3/2026,MXN$ 812.52,1/4/2026,MXN$ 802.15,(MXN$ 8.94),(MXN$ 1.43),935161906060328
9351619060,28/3/2026,MXN$ 575.70,1/4/2026,MXN$ 568.36,(MXN$ 6.33),(MXN$ 1.01),935161906060328
9351619060,29/3/2026,MXN$ 500.00,1/4/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935161906060329
9351619078,28/3/2026,MXN$ 871.07,1/4/2026,MXN$ 859.96,(MXN$ 9.58),(MXN$ 1.53),935161907860328
9351619078,29/3/2026,MXN$ 389.02,1/4/2026,MXN$ 384.06,(MXN$ 4.28),(MXN$ 0.68),935161907860329
9351619086,28/3/2026,MXN$ 767.60,1/4/2026,MXN$ 757.81,(MXN$ 8.44),(MXN$ 1.35),935161908660328
9351619086,28/3/2026,MXN$ 230.28,1/4/2026,MXN$ 227.34,(MXN$ 2.53),(MXN$ 0.41),935161908660329
9351619102,27/3/2026,MXN$ 712.39,1/4/2026,MXN$ 703.30,(MXN$ 7.84),(MXN$ 1.25),935161910260327
9351619102,28/3/2026,"MXN$ 2,951.63",1/4/2026,"MXN$ 2,913.97",(MXN$ 32.47),(MXN$ 5.19),935161910260328
9351619102,29/3/2026,MXN$ 575.70,1/4/2026,MXN$ 568.36,(MXN$ 6.33),(MXN$ 1.01),935161910260329
9351619110,27/3/2026,"MXN$ 1,500.00",1/4/2026,"MXN$ 1,480.86",(MXN$ 16.50),(MXN$ 2.64),935161911060327
9351619110,27/3/2026,"MXN$ 1,565.20",1/4/2026,"MXN$ 1,545.23",(MXN$ 17.22),(MXN$ 2.75),935161911060328
9351619110,28/3/2026,"MXN$ 7,459.82",1/4/2026,"MXN$ 7,364.63",(MXN$ 82.06),(MXN$ 13.13),935161911060328
9351619110,28/3/2026,MXN$ 976.73,1/4/2026,MXN$ 964.27,(MXN$ 10.74),(MXN$ 1.72),935161911060329
9351619110,29/3/2026,"MXN$ 3,896.75",1/4/2026,"MXN$ 3,847.03",(MXN$ 42.86),(MXN$ 6.86),935161911060329
9351619110,29/3/2026,"MXN$ 2,412.62",1/4/2026,"MXN$ 2,381.83",(MXN$ 26.54),(MXN$ 4.25),935161911060330
9351619169,28/3/2026,MXN$ 383.80,1/4/2026,MXN$ 378.90,(MXN$ 4.22),(MXN$ 0.68),935161916960328
9351619185,27/3/2026,MXN$ 800.07,1/4/2026,MXN$ 789.86,(MXN$ 8.80),(MXN$ 1.41),935161918560327
9351619185,28/3/2026,MXN$ 383.80,1/4/2026,MXN$ 378.90,(MXN$ 4.22),(MXN$ 0.68),935161918560328
9351619185,27/3/2026,MXN$ 498.94,1/4/2026,MXN$ 492.57,(MXN$ 5.49),(MXN$ 0.88),935161918560328
9351619227,27/3/2026,MXN$ 150.00,1/4/2026,MXN$ 148.09,(MXN$ 1.65),(MXN$ 0.26),935161922760328
9351619227,28/3/2026,MXN$ 575.70,1/4/2026,MXN$ 568.36,(MXN$ 6.33),(MXN$ 1.01),935161922760328
9351619227,29/3/2026,"MXN$ 1,749.50",1/4/2026,"MXN$ 1,727.18",(MXN$ 19.24),(MXN$ 3.08),935161922760329
9351619250,27/3/2026,"MXN$ 2,020.25",1/4/2026,"MXN$ 1,994.47",(MXN$ 22.22),(MXN$ 3.56),935161925060327
9351621314,28/3/2026,"MXN$ 1,351.41",1/4/2026,"MXN$ 1,334.16",(MXN$ 14.87),(MXN$ 2.38),935162131460328
9351621314,27/3/2026,MXN$ 500.00,1/4/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935162131460328
9351621314,28/3/2026,MXN$ 500.00,1/4/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935162131460329
9351621314,29/3/2026,MXN$ 844.85,1/4/2026,MXN$ 834.07,(MXN$ 9.29),(MXN$ 1.49),935162131460329
9353699482,30/3/2026,"MXN$ 1,111.60",1/4/2026,"MXN$ 1,097.41",(MXN$ 12.23),(MXN$ 1.96),935369948260330
9359716272,27/3/2026,"MXN$ 1,438,346.21",1/4/2026,"MXN$ 1,419,992.91","(MXN$ 15,821.81)","(MXN$ 2,531.49)",000122
7160841268,26/3/2026,MXN$ 299.99,31/3/2026,MXN$ 296.16,(MXN$ 3.30),(MXN$ 0.53),716084126860326
7460282536,26/3/2026,MXN$ 852.29,31/3/2026,MXN$ 841.41,(MXN$ 9.38),(MXN$ 1.50),746028253660326
7460282536,26/3/2026,MXN$ 961.62,31/3/2026,MXN$ 949.35,(MXN$ 10.58),(MXN$ 1.69),746028253660327
7460297294,26/3/2026,"MXN$ 8,654.80",31/3/2026,"MXN$ 8,544.37",(MXN$ 95.20),(MXN$ 15.23),746029729460326
7460297294,26/3/2026,"MXN$ 2,680.44",31/3/2026,"MXN$ 2,646.24",(MXN$ 29.48),(MXN$ 4.72),746029729460327
8130229545,26/3/2026,MXN$ 959.80,31/3/2026,MXN$ 947.55,(MXN$ 10.56),(MXN$ 1.69),813022954560326
8267599470,26/3/2026,"MXN$ 2,643.33",31/3/2026,"MXN$ 2,609.60",(MXN$ 29.08),(MXN$ 4.65),826759947060326
8483272829,26/3/2026,"MXN$ 1,172.30",31/3/2026,"MXN$ 1,157.34",(MXN$ 12.90),(MXN$ 2.06),848327282960326
8488519166,26/3/2026,"MXN$ 1,355.59",31/3/2026,"MXN$ 1,338.29",(MXN$ 14.91),(MXN$ 2.39),848851916660326
8488519166,26/3/2026,"MXN$ 2,296.63",31/3/2026,"MXN$ 2,267.33",(MXN$ 25.26),(MXN$ 4.04),848851916660327
9350041845,26/3/2026,MXN$ 700.00,31/3/2026,MXN$ 691.07,(MXN$ 7.70),(MXN$ 1.23),935004184560326
9350962107,26/3/2026,"MXN$ 6,050.08",31/3/2026,"MXN$ 5,972.88",(MXN$ 66.55),(MXN$ 10.65),935096210760326
9350962107,26/3/2026,"MXN$ 1,952.11",31/3/2026,"MXN$ 1,927.20",(MXN$ 21.47),(MXN$ 3.44),935096210760327
9351619052,26/3/2026,MXN$ 456.99,31/3/2026,MXN$ 451.16,(MXN$ 5.03),(MXN$ 0.80),935161905260326
9351619078,26/3/2026,"MXN$ 1,401.71",31/3/2026,"MXN$ 1,383.82",(MXN$ 15.42),(MXN$ 2.47),935161907860326
9351619086,26/3/2026,MXN$ 807.26,31/3/2026,MXN$ 796.96,(MXN$ 8.88),(MXN$ 1.42),935161908660326
9351619102,26/3/2026,MXN$ 700.18,31/3/2026,MXN$ 691.25,(MXN$ 7.70),(MXN$ 1.23),935161910260326
9351619110,26/3/2026,"MXN$ 8,029.30",31/3/2026,"MXN$ 7,926.85",(MXN$ 88.32),(MXN$ 14.13),935161911060326
9351619110,26/3/2026,"MXN$ 2,256.45",31/3/2026,"MXN$ 2,227.66",(MXN$ 24.82),(MXN$ 3.97),935161911060327
9351619185,26/3/2026,"MXN$ 1,722.28",31/3/2026,"MXN$ 1,700.30",(MXN$ 18.95),(MXN$ 3.03),935161918560326
9351619284,26/3/2026,MXN$ 636.28,31/3/2026,MXN$ 628.16,(MXN$ 7.00),(MXN$ 1.12),935161928460327
9351621314,26/3/2026,"MXN$ 2,326.64",31/3/2026,"MXN$ 2,296.96",(MXN$ 25.59),(MXN$ 4.09),935162131460326
9351621314,26/3/2026,MXN$ 200.00,31/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),935162131460327
9353699482,28/3/2026,"MXN$ 3,042.93",31/3/2026,"MXN$ 3,004.10",(MXN$ 33.47),(MXN$ 5.36),935369948260328
9353699482,29/3/2026,MXN$ 947.60,31/3/2026,MXN$ 935.51,(MXN$ 10.42),(MXN$ 1.67),935369948260329
9353699482,29/3/2026,MXN$ 300.00,31/3/2026,MXN$ 296.17,(MXN$ 3.30),(MXN$ 0.53),935369948260330
7460282536,25/3/2026,"MXN$ 2,190.19",30/3/2026,"MXN$ 2,162.25",(MXN$ 24.09),(MXN$ 3.85),746028253660325
7460282536,25/3/2026,"MXN$ 2,217.83",30/3/2026,"MXN$ 2,189.53",(MXN$ 24.40),(MXN$ 3.90),746028253660326
7460297294,25/3/2026,"MXN$ 17,125.59",30/3/2026,"MXN$ 16,907.07",(MXN$ 188.38),(MXN$ 30.14),746029729460325
7460297294,25/3/2026,"MXN$ 5,703.77",30/3/2026,"MXN$ 5,630.99",(MXN$ 62.74),(MXN$ 10.04),746029729460326
8130229545,25/3/2026,"MXN$ 1,120.05",30/3/2026,"MXN$ 1,105.76",(MXN$ 12.32),(MXN$ 1.97),813022954560325
8267599470,25/3/2026,"MXN$ 1,329.30",30/3/2026,"MXN$ 1,312.34",(MXN$ 14.62),(MXN$ 2.34),826759947060325
8267599470,25/3/2026,MXN$ 879.26,30/3/2026,MXN$ 868.04,(MXN$ 9.67),(MXN$ 1.55),826759947060326
8488519166,25/3/2026,"MXN$ 1,717.96",30/3/2026,"MXN$ 1,696.04",(MXN$ 18.90),(MXN$ 3.02),848851916660325
8488519166,25/3/2026,"MXN$ 1,000.00",30/3/2026,MXN$ 987.24,(MXN$ 11.00),(MXN$ 1.76),848851916660326
9350041845,25/3/2026,MXN$ 200.00,30/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),935004184560326
9350962107,25/3/2026,"MXN$ 1,000.00",30/3/2026,MXN$ 987.24,(MXN$ 11.00),(MXN$ 1.76),000010
9350962107,25/3/2026,"MXN$ 2,168.32",30/3/2026,"MXN$ 2,140.65",(MXN$ 23.85),(MXN$ 3.82),935096210760325
9350962107,25/3/2026,"MXN$ 1,238.53",30/3/2026,"MXN$ 1,222.73",(MXN$ 13.62),(MXN$ 2.18),935096210760326
9351619060,25/3/2026,MXN$ 200.00,30/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),935161906060326
9351619078,25/3/2026,MXN$ 587.85,30/3/2026,MXN$ 580.35,(MXN$ 6.47),(MXN$ 1.03),935161907860325
9351619102,25/3/2026,MXN$ 862.93,30/3/2026,MXN$ 851.92,(MXN$ 9.49),(MXN$ 1.52),935161910260325
9351619102,25/3/2026,MXN$ 569.70,30/3/2026,MXN$ 562.43,(MXN$ 6.27),(MXN$ 1.00),935161910260326
9351619110,25/3/2026,"MXN$ 5,914.56",30/3/2026,"MXN$ 5,839.09",(MXN$ 65.06),(MXN$ 10.41),935161911060325
9351619110,25/3/2026,"MXN$ 1,069.70",30/3/2026,"MXN$ 1,056.05",(MXN$ 11.77),(MXN$ 1.88),935161911060326
9351619185,25/3/2026,"MXN$ 2,529.43",30/3/2026,"MXN$ 2,497.16",(MXN$ 27.82),(MXN$ 4.45),935161918560325
9351619227,25/3/2026,MXN$ 150.00,30/3/2026,MXN$ 148.09,(MXN$ 1.65),(MXN$ 0.26),935161922760325
9351621314,25/3/2026,MXN$ 389.90,30/3/2026,MXN$ 384.92,(MXN$ 4.29),(MXN$ 0.69),935162131460325
9351621314,25/3/2026,MXN$ 400.00,30/3/2026,MXN$ 394.90,(MXN$ 4.40),(MXN$ 0.70),935162131460326
9351621322,25/3/2026,"MXN$ 1,026.57",30/3/2026,"MXN$ 1,013.47",(MXN$ 11.29),(MXN$ 1.81),935162132260325
9353699482,26/3/2026,"MXN$ 2,662.25",30/3/2026,"MXN$ 2,628.28",(MXN$ 29.28),(MXN$ 4.69),935369948260326
9353699482,26/3/2026,MXN$ 200.00,30/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),935369948260327
7460282536,24/3/2026,"MXN$ 3,949.79",27/3/2026,"MXN$ 3,899.39",(MXN$ 43.45),(MXN$ 6.95),746028253660324
7460282536,24/3/2026,"MXN$ 3,277.43",27/3/2026,"MXN$ 3,235.61",(MXN$ 36.05),(MXN$ 5.77),746028253660325
7460297294,24/3/2026,"MXN$ 16,378.00",27/3/2026,"MXN$ 16,169.01",(MXN$ 180.16),(MXN$ 28.83),746029729460324
7460297294,24/3/2026,"MXN$ 3,011.25",27/3/2026,"MXN$ 2,972.83",(MXN$ 33.12),(MXN$ 5.30),746029729460325
8130229545,24/3/2026,"MXN$ 1,753.15",27/3/2026,"MXN$ 1,730.78",(MXN$ 19.28),(MXN$ 3.09),813022954560324
8265241414,24/3/2026,MXN$ 799.75,27/3/2026,MXN$ 789.54,(MXN$ 8.80),(MXN$ 1.41),826524141460324
8267599470,24/3/2026,MXN$ 400.09,27/3/2026,MXN$ 394.99,(MXN$ 4.40),(MXN$ 0.70),826759947060324
8267599470,24/3/2026,MXN$ 800.12,27/3/2026,MXN$ 789.91,(MXN$ 8.80),(MXN$ 1.41),826759947060325
8483272829,24/3/2026,"MXN$ 1,135.09",27/3/2026,"MXN$ 1,120.60",(MXN$ 12.49),(MXN$ 2.00),848327282960324
8483272829,24/3/2026,MXN$ 854.55,27/3/2026,MXN$ 843.65,(MXN$ 9.40),(MXN$ 1.50),848327282960325
8488519166,24/3/2026,"MXN$ 1,265.42",27/3/2026,"MXN$ 1,249.27",(MXN$ 13.92),(MXN$ 2.23),848851916660324
9350041845,24/3/2026,MXN$ 600.00,27/3/2026,MXN$ 592.34,(MXN$ 6.60),(MXN$ 1.06),935004184560324
9350962107,24/3/2026,"MXN$ 7,305.34",27/3/2026,"MXN$ 7,212.12",(MXN$ 80.36),(MXN$ 12.86),935096210760324
9350962107,24/3/2026,MXN$ 700.00,27/3/2026,MXN$ 691.07,(MXN$ 7.70),(MXN$ 1.23),935096210760325
9351619052,24/3/2026,"MXN$ 2,678.36",27/3/2026,"MXN$ 2,644.19",(MXN$ 29.46),(MXN$ 4.71),935161905260324
9351619052,24/3/2026,"MXN$ 5,050.20",27/3/2026,"MXN$ 4,985.76",(MXN$ 55.55),(MXN$ 8.89),935161905260325
9351619078,24/3/2026,MXN$ 662.58,27/3/2026,MXN$ 654.12,(MXN$ 7.29),(MXN$ 1.17),935161907860324
9351619110,24/3/2026,"MXN$ 2,765.10",27/3/2026,"MXN$ 2,729.81",(MXN$ 30.42),(MXN$ 4.87),935161911060324
9351619110,24/3/2026,"MXN$ 1,159.60",27/3/2026,"MXN$ 1,144.80",(MXN$ 12.76),(MXN$ 2.04),935161911060325
9351619185,24/3/2026,MXN$ 762.77,27/3/2026,MXN$ 753.04,(MXN$ 8.39),(MXN$ 1.34),935161918560324
9351619250,24/3/2026,MXN$ 590.04,27/3/2026,MXN$ 582.51,(MXN$ 6.49),(MXN$ 1.04),935161925060324
9351619284,24/3/2026,MXN$ 300.00,27/3/2026,MXN$ 296.17,(MXN$ 3.30),(MXN$ 0.53),935161928460324
9351621314,24/3/2026,"MXN$ 1,600.23",27/3/2026,"MXN$ 1,579.81",(MXN$ 17.60),(MXN$ 2.82),935162131460324
9351621322,24/3/2026,MXN$ 500.00,27/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88),935162132260324
9353699482,25/3/2026,"MXN$ 1,000.00",27/3/2026,MXN$ 987.24,(MXN$ 11.00),(MXN$ 1.76),935369948260325
9353699482,25/3/2026,MXN$ 710.70,27/3/2026,MXN$ 701.63,(MXN$ 7.82),(MXN$ 1.25),935369948260326
7460282536,23/3/2026,"MXN$ 7,113.57",26/3/2026,"MXN$ 7,022.80",(MXN$ 78.25),(MXN$ 12.52),746028253660323
7460297294,23/3/2026,"MXN$ 1,973.57",26/3/2026,"MXN$ 1,948.39",(MXN$ 21.71),(MXN$ 3.47),000206
7460297294,23/3/2026,"MXN$ 22,439.55",26/3/2026,"MXN$ 22,153.22",(MXN$ 246.84),(MXN$ 39.49),746029729460323
8130229545,23/3/2026,MXN$ 729.25,26/3/2026,MXN$ 719.95,(MXN$ 8.02),(MXN$ 1.28),813022954560323
8130229545,23/3/2026,MXN$ 200.00,26/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35),813022954560324
8265241414,23/3/2026,MXN$ 802.80,26/3/2026,MXN$ 792.56,(MXN$ 8.83),(MXN$ 1.41),826524141460324
8267599470,23/3/2026,MXN$ 641.52,26/3/2026,MXN$ 633.33,(MXN$ 7.06),(MXN$ 1.13),826759947060323
8267599470,23/3/2026,MXN$ 600.00,26/3/2026,MXN$ 592.34,(MXN$ 6.60),(MXN$ 1.06),826759947060324
8483272829,23/3/2026,"MXN$ 2,356.29",26/3/2026,"MXN$ 2,326.22",(MXN$ 25.92),(MXN$ 4.15),848327282960323
8483272829,23/3/2026,"MXN$ 1,436.20",26/3/2026,"MXN$ 1,417.87",(MXN$ 15.80),(MXN$ 2.53),848327282960324
8488519166,23/3/2026,"MXN$ 1,150.03",26/3/2026,"MXN$ 1,135.36",(MXN$ 12.65),(MXN$ 2.02),848851916660323
8488519166,23/3/2026,"MXN$ 6,033.50",26/3/2026,"MXN$ 5,956.51",(MXN$ 66.37),(MXN$ 10.62),848851916660324
9350041845,23/3/2026,"MXN$ 1,212.40",26/3/2026,"MXN$ 1,196.93",(MXN$ 13.34),(MXN$ 2.13),935004184560323
9350962107,23/3/2026,"MXN$ 6,703.99",26/3/2026,"MXN$ 6,618.45",(MXN$ 73.74),(MXN$ 11.80),935096210760323
9350962107,23/3/2026,MXN$ 948.20,26/3/2026,MXN$ 936.10,(MXN$ 10.43),(MXN$ 1.67),935096210760324
9351619052,23/3/2026,"MXN$ 2,110.32",26/3/2026,"MXN$ 2,083.40",(MXN$ 23.21),(MXN$ 3.71),935161905260323
9351619102,23/3/2026,"MXN$ 1,569.70",26/3/2026,"MXN$ 1,549.67",(MXN$ 17.27),(MXN$ 2.76),935161910260323
9351619102,23/3/2026,"MXN$ 1,970.82",26/3/2026,"MXN$ 1,945.67",(MXN$ 21.68),(MXN$ 3.47),935161910260324
9351619110,23/3/2026,"MXN$ 3,378.35",26/3/2026,"MXN$ 3,335.24",(MXN$ 37.16),(MXN$ 5.95),935161911060323
